House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
"Scheelevägen 2A",Tuna,Lund,Lägenhet,Bostadsrätt,1,3,7,Yes,No,27,0,0,2011-present,2169.00,6360.00,2024-06-02,1.60,0.02,1.58
"Staketgatan 12B",Väster,Gävl,Lägenhet,Bostadsrätt,2,2,4,Yes,Yes,62,0,0,1900-1950,3641.00,9276.00,2024-06-02,1.88,-0.03,1.90
"Henriksdalsringen 15, 1 tr",Henriksdalsringen,Nack,Lägenhet,Bostadsrätt,3,2,5,Yes,Yes,81,0,0,1951-2000,6266.00,9600.00,2024-06-02,3.50,0.11,3.39
"Scheelevägen 2A",Tuna,Lund,Lägenhet,Bostadsrätt,1,7,7,Yes,No,29,0,0,2011-present,2240.00,6360.00,2024-06-02,1.70,0.15,1.55
"Valborgsgatan 5C",Limhamn,Malm,Lägenhet,Bostadsrätt,3,3,4,Yes,Yes,89.8,0,0,1951-2000,6295.00,6360.00,2024-06-02,2.60,-0.30,2.89
"Löfströms allé 2A",LillaAlby,Sundbyberg,Lägenhet,Bostadsrätt,3,6,7,Yes,Yes,79,0,0,2011-present,4942.00,6360.00,2024-06-02,5.60,-0.10,5.70
"Turebergs allé 41",Tureberg,Sollentun,Lägenhet,Bostadsrätt,2,1,0,Yes,Yes,46,0,0,2011-present,3026.00,7560.00,2024-06-02,2.25,0.10,2.15
"Gyhultsvägen 46",Mariastaden,Helsingborg,Lägenhet,Bostadsrätt,3,3,5,Yes,Yes,79,0,0,2011-present,5456.00,5500.00,2024-06-02,2.10,0.01,2.09
"Övre åkargatan 52",Söder,Gävl,Lägenhet,Bostadsrätt,2,3,4,No,Yes,44.5,0,0,2011-present,2594.00,6360.00,2024-06-02,1.30,-0.02,1.32
"Sara Lidmans Gata 2",HornsbergsStrand,Stockholm,Lägenhet,Bostadsrätt,4,4,8,Yes,Yes,100,0,0,2011-present,3886.00,6000.00,2024-06-02,9.35,0.18,9.18
"Regementsgatan 20",Davidshall,Malm,Lägenhet,Bostadsrätt,3,5,5,Yes,Yes,76,0,0,"Before 1900s",4503.00,7380.00,2024-06-01,4.50,0.26,4.24
"Gjutarplan 2",Kallhäll,Järfäll,Lägenhet,Bostadsrätt,2,8,11,Yes,Yes,54.5,0,0,2011-present,4290.00,3000.00,2024-06-01,2.30,0.00,2.30
"Pelargatan 7",Skärmarbrink,Stockholm,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,50,0,0,2011-present,11900.00,6360.00,2024-06-01,3.25,0.48,2.78
"Harpsundsvägen 91",Bandhagen,Stockholm,Lägenhet,Bostadsrätt,1,1,3,No,Yes,40,0,0,1951-2000,2494.00,6360.00,2024-06-01,1.98,0.10,1.88
"Krokslättsgatan 8 C",Krokslätt,Mölndal,Lägenhet,Bostadsrätt,2,1,3,No,No,56,0,0,1900-1950,3673.00,5160.00,2024-06-01,2.00,0.26,1.74
"Hagagatan 22, 1tr",Vasastan,Stockholm,Lägenhet,Bostadsrätt,3,1,6,Yes,Yes,78,0,0,1900-1950,4767.00,6360.00,2024-06-01,7.99,0.06,7.93
"Sidensvansvägen 34",Sjöberg,Sollentun,Lägenhet,Bostadsrätt,2,6,6,Yes,Yes,69,0,0,1951-2000,4776.00,6360.00,2024-06-01,2.60,-0.10,2.69
"Malmgårdsvägen 12",SödermalmSofia,Stockholm,Lägenhet,Bostadsrätt,3,2,6,Yes,No,44,0,0,2011-present,2594.00,6360.00,2024-06-01,3.95,0.38,3.58
"Gröna gatan 4",TorpaSöder,Jönköping,Lägenhet,Bostadsrätt,1,5,6,Yes,Yes,38.5,0,0,1951-2000,2562.00,6360.00,2024-06-01,1.65,0.00,1.65
"Måltemyrsvägen 13A",Äsperöd,Uddevall,Lägenhet,Bostadsrätt,3,1,3,No,Yes,73,0,0,2011-present,4318.00,6360.00,2024-06-01,1.10,-0.10,1.19
"Salagatan 12A",Höganäs,Uppsal,Lägenhet,Bostadsrätt,1,1,0,Yes,No,40,0,0,1900-1950,3416.00,6360.00,2024-06-01,1.80,0.36,1.44
"Ågatan 13A",Centralt,Bromöll,Lägenhet,Bostadsrätt,2,3,3,No,Yes,56,0,0,1900-1950,5195.00,4140.00,2024-06-01,0.35,0.00,0.35
"Torngatan 40",Kapellgärdet,Uppsal,Lägenhet,Bostadsrätt,3,6,7,Yes,Yes,79,0,0,2011-present,4601.00,6360.00,2024-06-01,3.00,0.19,2.81
"Rönninge Torg 14",Rönninge,Salem,Lägenhet,Bostadsrätt,5,4,4,Yes,Yes,107,0,0,2011-present,7487.00,8400.00,2024-06-01,5.00,-0.28,5.27
"Hökmossevägen 14",Hökmossen/Telefonplan,Stockholm,Lägenhet,Bostadsrätt,3,3,3,No,Yes,53.5,0,0,1900-1950,4255.00,5350.00,2024-06-01,2.70,0.21,2.49
"Helgeandsgatan 18C",Centrum,Lund,Lägenhet,Bostadsrätt,2,1,4,No,Yes,56,0,0,1900-1950,3717.00,7332.00,2024-06-01,2.70,0.00,2.70
"Engelbrektsgatan 28D",Hagalund,Borläng,Lägenhet,Bostadsrätt,2,2,3,No,Yes,55,0,0,2011-present,3204.00,6360.00,2024-06-01,1.15,0.00,1.15
"Runvägen 6",Huddinge,Hudding,Lägenhet,Bostadsrätt,2,9,9,Yes,Yes,62,0,0,1951-2000,3148.00,6360.00,2024-06-01,2.45,0.03,2.43
"Tunvägen 8 F",Grind,Norrtälj,Lägenhet,Bostadsrätt,2,3,3,No,Yes,69.7,0,0,1951-2000,4339.00,4800.00,2024-06-01,1.50,-0.02,1.52
"Larsbergsvägen 47",Ekbacken/Larsberg,Liding,Lägenhet,Bostadsrätt,3,1,0,Yes,Yes,112.5,0,0,1951-2000,6942.00,6360.00,2024-06-01,7.60,-0.20,7.80
"Långsjöängen 32",Ljusterö,Österåker,Lägenhet,Bostadsrätt,2,2,2,Yes,Yes,64.5,0,0,2001-2010,5004.00,6000.00,2024-06-01,0.99,0.00,0.99
"Stambanevägen 28",StuvstaCentrum,Hudding,Lägenhet,Bostadsrätt,2,1,4,Yes,Yes,68,0,0,2011-present,4697.00,5904.00,2024-06-01,3.50,0.11,3.39
"Kabelverksgatan 20, 5tr",Älvsjöstaden,Stockholm,Lägenhet,Bostadsrätt,2,5,7,Yes,Yes,44,0,0,2011-present,5600.00,6360.00,2024-06-01,2.60,0.00,2.60
"Sundbybergs Torg 1J",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,3,5,12,Yes,Yes,83,0,0,2011-present,4839.00,6360.00,2024-06-01,5.80,0.16,5.64
"Mobilgatan 5",Telefonplan,Stockholm,Lägenhet,Bostadsrätt,3,5,5,Yes,Yes,86,0,0,2011-present,5825.00,6360.00,2024-06-01,5.70,0.16,5.54
"Grev Turegatan 25",Östermalm,Stockholm,Lägenhet,Bostadsrätt,2,1,0,Yes,Yes,41,0,0,2011-present,2594.00,6360.00,2024-06-01,5.49,0.36,5.13
"Mäster Jacobs gata 1b",Slottshöjden,Helsingborg,Lägenhet,Bostadsrätt,2,2,3,No,Yes,58,0,0,1900-1950,4292.00,6360.00,2024-06-01,1.85,0.00,1.85
"Linnégatan 4",Centrum,Västerå,Lägenhet,Bostadsrätt,1,2,4,No,Yes,47,0,0,1900-1950,2911.00,6900.00,2024-06-01,1.30,0.16,1.14
"Dansbanevägen 22",Västberga/Telefonplan,Stockholm,Lägenhet,Bostadsrätt,3,2,3,No,Yes,60,0,0,1900-1950,3543.00,10429.00,2024-06-01,2.80,-0.15,2.94
"Sysslomansgatan 14, 7 tr",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,4,7,9,Yes,Yes,138,0,0,1951-2000,1399.00,6700.00,2024-06-01,12.70,-0.20,12.90
"Brantingsgatan 24, 3tr",NedreGärdet,Stockholm,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,118,0,0,1900-1950,8428.00,6360.00,2024-06-01,13.00,0.60,12.40
"Narvavägen 42",Vetterstorp,Västerå,Lägenhet,Bostadsrätt,5,3,3,No,Yes,116.1,0,0,1951-2000,5824.00,6900.00,2024-06-01,2.00,-0.10,2.09
"Östra Tallgatan 4A",Planteringen,Helsingborg,Lägenhet,Bostadsrätt,2,3,4,No,Yes,39,0,0,1900-1950,4426.00,4800.00,2024-05-31,0.55,-0.05,0.60
"Kungsgatan 46 A",Centralt,Örebr,Lägenhet,Bostadsrätt,3,1,4,Yes,Yes,82,0,0,1951-2000,5546.00,3600.00,2024-05-31,2.85,0.20,2.65
"Storgatan 45",Centrum,Härnösand,Lägenhet,Bostadsrätt,2,2,4,No,Yes,61,0,0,1951-2000,3733.00,2208.00,2024-05-31,0.55,-0.02,0.57
"John Bergs Plan 7, 4 tr",Kungsholmen/Stadshagen,Stockholm,Lägenhet,Bostadsrätt,2,4,6,Yes,Yes,31,0,0,1900-1950,2808.00,6360.00,2024-05-31,3.00,0.27,2.73
"Norra Esplanaden 9",Centrum,Växj,Lägenhet,Bostadsrätt,2,3,3,No,No,56,0,0,"Before 1900s",3573.00,4524.00,2024-05-31,1.70,-0.05,1.74
"Polhemsgatan 12",GamlaHuvudsta,Soln,Lägenhet,Bostadsrätt,2,2,3,No,Yes,64,0,0,1900-1950,3399.00,6600.00,2024-05-31,3.00,0.81,2.19
"Råsundavägen 162",Råsunda,Soln,Lägenhet,Bostadsrätt,3,2,7,Yes,Yes,69.5,0,0,1951-2000,4256.00,4800.00,2024-05-31,3.90,0.36,3.54
"Polhemsgatan 4",Huvudsta,Soln,Lägenhet,Bostadsrätt,4,3,0,No,Yes,88,0,0,1951-2000,4305.00,7200.00,2024-05-31,4.50,0.31,4.19
"Väpnarstigen 7, 2tr",Brevik,Liding,Lägenhet,Bostadsrätt,4,2,2,No,Yes,88,0,0,1951-2000,5413.00,672.00,2024-05-31,4.35,0.16,4.20
"Frostaliden 8",Frostaliden,Skövd,Lägenhet,Bostadsrätt,2,3,7,Yes,Yes,61,0,0,2011-present,3867.00,8113.00,2024-05-31,1.65,-0.03,1.68
"Västra Torggatan 7",Centrum,Karlstad,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,82,0,0,2001-2010,6291.00,7349.00,2024-05-31,2.00,0.00,2.00
"Barnhemsgatan 14",Sjöbo,Borå,Lägenhet,Bostadsrätt,2,1,3,No,Yes,59,0,0,1951-2000,3742.00,5656.00,2024-05-31,0.55,-0.05,0.60
"Evenemangsgatan 24,9 tr",Arenastaden,Soln,Lägenhet,Bostadsrätt,2,9,0,Yes,Yes,43,0,0,2011-present,2106.00,5600.00,2024-05-31,2.90,0.15,2.75
"Rosengatan 12",Kungsbacka,Kungsback,Lägenhet,Bostadsrätt,2,1,0,No,Yes,65.9,0,0,1951-2000,4907.00,4649.00,2024-05-31,2.10,-0.08,2.18
"Hantverkaregatan 27 B",MoraCentrum,Mor,Lägenhet,Bostadsrätt,1,3,3,No,Yes,38,0,0,1951-2000,2113.00,5360.00,2024-05-31,0.60,0.14,0.46
"Västra Skrävlingevägen 121",GulaHöja,Malm,Lägenhet,Bostadsrätt,3,3,3,No,Yes,80.5,0,0,1951-2000,4197.00,6360.00,2024-05-31,1.75,0.00,1.75
"Kyrkvärdsvägen 11",Almby,Örebr,Lägenhet,Bostadsrätt,2,1,3,Yes,Yes,57,0,0,1951-2000,3831.00,3700.00,2024-05-31,1.40,-0.05,1.44
"Molngatan 10",Gränby,Uppsal,Lägenhet,Bostadsrätt,3,2,3,No,Yes,77.5,0,0,1951-2000,4842.00,6180.00,2024-05-31,2.00,0.11,1.89
"Guntorpsgatan 7",Borgholm,Borgholm,Lägenhet,Bostadsrätt,3,2,2,No,Yes,92,0,0,1951-2000,5687.00,15758.00,2024-05-31,1.30,0.16,1.14
"JAKOBSGATAN 44A",Pettersberg,Västerå,Lägenhet,Bostadsrätt,2,1,3,No,Yes,60,0,0,1951-2000,3349.00,14732.00,2024-05-31,0.90,-0.06,0.95
"Nygränd 17B",Centralt,Oskarshamn,Lägenhet,Bostadsrätt,2,3,3,No,Yes,56,0,0,1900-1950,4049.00,9120.00,2024-05-31,0.73,-0.02,0.75
"Dalbobranten 28",Sköndal,Stockholm,Lägenhet,Bostadsrätt,4,0,0,No,Yes,94,0,0,2011-present,7800.00,6360.00,2024-05-31,4.75,0.55,4.20
"Klostervägen 10 A",Klippan,Klippan,Lägenhet,Bostadsrätt,2,1,3,No,Yes,51,0,0,1951-2000,3593.00,7062.00,2024-05-31,0.70,0.00,0.70
"Tellusgatan 95",Ödåkra,Helsingborg,Lägenhet,Bostadsrätt,3,4,4,Yes,Yes,88,0,0,1951-2000,6252.00,6360.00,2024-05-31,2.00,-0.25,2.24
"Götaverksgatan 20",Lindholmen,Göteborg,Lägenhet,Bostadsrätt,1,4,16,Yes,Yes,34.5,0,0,2011-present,2703.00,3600.00,2024-05-31,2.17,0.00,2.17
"Parkvägen 12",Helenelund,Sollentun,Lägenhet,Bostadsrätt,1,1,2,Yes,Yes,32,0,0,2011-present,2540.00,6000.00,2024-05-31,1.95,-0.03,1.98
"Bergkullevägen 169",Sylte,Trollhättan,Lägenhet,Bostadsrätt,4,1,3,No,Yes,94,0,0,1951-2000,7541.00,6360.00,2024-05-31,0.70,0.06,0.64
"Karl XII Gatan 8a",Centrum,Lund,Lägenhet,Bostadsrätt,2,2,5,Yes,Yes,65.2,0,0,1900-1950,2320.00,2820.00,2024-05-31,2.90,0.30,2.60
"Arvesgärde 31",Tuve,Göteborg,Lägenhet,Bostadsrätt,2,2,4,Yes,Yes,65.5,0,0,1951-2000,4083.00,14256.00,2024-05-31,1.80,0.00,1.80
"Forsvägen 7",Fors,Kungsback,Lägenhet,Bostadsrätt,2,1,3,No,Yes,61.1,0,0,1951-2000,4081.00,5400.00,2024-05-31,2.49,0.00,2.49
"Sofiagatan 64J",Strömmensberg,Göteborg,Lägenhet,Bostadsrätt,2,3,3,No,No,63.8,0,0,1900-1950,4366.00,6710.00,2024-05-31,3.25,0.15,3.10
"Sälggatan 25",Ekhagen,Jönköping,Lägenhet,Bostadsrätt,3,2,3,No,Yes,67.5,0,0,1951-2000,2946.00,4800.00,2024-05-31,1.20,0.06,1.14
"Russinvägen 14",Hökarängen,Stockholm,Lägenhet,Bostadsrätt,3,1,6,Yes,Yes,67,0,0,1900-1950,5099.00,6360.00,2024-05-31,3.00,0.21,2.79
"Organistgatan 1B",Svedala,Svedal,Lägenhet,Bostadsrätt,4,3,3,No,Yes,78.6,0,0,1951-2000,5115.00,6360.00,2024-05-31,1.90,-0.37,2.27
"Järdalavägen 86C",Ekholmen,Linköping,Lägenhet,Bostadsrätt,4,3,3,No,Yes,105,0,0,1951-2000,5167.00,6000.00,2024-05-31,1.30,0.16,1.14
"Dyrestensvägen 82C",Vallda,Kungsback,Lägenhet,Bostadsrätt,4,1,2,No,Yes,81,0,0,2001-2010,6330.00,8971.00,2024-05-31,2.95,-0.19,3.14
"Råbyvägen 86",Kapellgärdet,Uppsal,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,66,0,0,2011-present,4411.00,6360.00,2024-05-31,2.00,0.16,1.84
"Kungsfågelgatan 33",Råby,Västerå,Lägenhet,Bostadsrätt,3,1,3,No,Yes,82.5,0,0,1951-2000,5731.00,2400.00,2024-05-31,0.80,0.21,0.59
"Markusgatan 29A",Centralt,Avest,Lägenhet,Bostadsrätt,1,1,3,No,Yes,38.5,0,0,1900-1950,2491.00,8217.00,2024-05-31,0.25,-0.07,0.32
"Nygatan 10 B",Lysekil,Lysekil,Lägenhet,Bostadsrätt,2,0,0,No,Yes,66,0,0,2011-present,19198.00,6360.00,2024-05-31,1.60,0.14,1.46
"Vevslupsgränd 1",Munksjöstaden,Jönköping,Lägenhet,Bostadsrätt,3,6,13,Yes,Yes,75.5,0,0,2011-present,5508.00,4200.00,2024-05-31,3.40,-0.15,3.55
"Västeråsgatan 9",Vasastan,Stockholm,Lägenhet,Bostadsrätt,3,2,0,Yes,Yes,85,0,0,1900-1950,4915.00,4632.00,2024-05-31,9.40,0.31,9.09
"Arholmagatan 11 A",Arholmagatan,Norrtälj,Lägenhet,Bostadsrätt,3,3,3,No,Yes,73.9,0,0,1951-2000,3932.00,6360.00,2024-05-31,1.50,0.10,1.40
"Betty Petterssons gata 9",Rosendal,Uppsal,Lägenhet,Bostadsrätt,3,4,5,Yes,Yes,78,0,0,2011-present,4555.00,6000.00,2024-05-31,3.40,-0.05,3.44
"Jungfrudansen 16",Huvudsta,Soln,Lägenhet,Bostadsrätt,3,5,0,Yes,Yes,87,0,0,1951-2000,6200.00,6360.00,2024-05-31,4.75,0.08,4.67
"Skördevägen 1",Åkersberg,Enköping,Lägenhet,Bostadsrätt,3,1,3,Yes,Yes,73,0,0,2011-present,4359.00,4023.00,2024-05-31,1.78,0.00,1.78
"Sankt Eriksgatan 87",Vasastan,Stockholm,Lägenhet,Bostadsrätt,1,4,6,Yes,Yes,38,0,0,1900-1950,1263.00,3690.00,2024-05-31,4.30,0.35,3.95
"Västgötavägen 21 B",ÖstraGärdet,Falkenberg,Lägenhet,Bostadsrätt,2,1,3,No,Yes,41,0,0,1951-2000,2226.00,10800.00,2024-05-31,1.20,-0.20,1.40
"Ormvråksvägen 13D",Falkagård,Falkenberg,Lägenhet,Bostadsrätt,4,0,0,No,Yes,113,0,0,2011-present,11496.00,6360.00,2024-05-31,0.53,-0.06,0.58
"Oxenstiernsgatan 35, 6tr",Östermalm,Stockholm,Lägenhet,Bostadsrätt,3,6,7,Yes,Yes,90,0,0,1951-2000,6191.00,7900.00,2024-05-31,8.88,-1.37,10.24
"Fasangatan 19",CentralaVårgårda,Vårgård,Lägenhet,Bostadsrätt,2,1,3,No,Yes,46,0,0,2011-present,3172.00,10404.00,2024-05-31,1.05,-0.10,1.15
"Skogvaktaregatan 12",SödraSkogen,Karlsborg,Lägenhet,Bostadsrätt,2,3,3,No,Yes,63,0,0,1951-2000,3771.00,5374.00,2024-05-31,0.47,0.13,0.34
"Scaniaplatsen 21A",VästraHamnen,Malm,Lägenhet,Bostadsrätt,1,1,0,No,No,27,0,0,2001-2010,2552.00,6360.00,2024-05-31,1.40,0.00,1.40
"Östermalmsgatan 71",Östermalm,Stockholm,Lägenhet,Bostadsrätt,2,4,5,Yes,No,49,0,0,"Before 1900s",1963.00,6000.00,2024-05-31,6.50,0.31,6.19
"Grindvägen 12 B",Grind,Norrtälj,Lägenhet,Bostadsrätt,3,3,4,Yes,Yes,85.8,0,0,1951-2000,6056.00,900.00,2024-05-31,1.35,0.00,1.35
"Nybodaringen 43",Nybodahöjden,Stockholm,Lägenhet,Bostadsrätt,2,1,3,Yes,No,36,0,0,1900-1950,4320.00,5500.00,2024-05-31,2.40,0.01,2.39
"Frostaliden 6",Frostaliden,Skövd,Lägenhet,Bostadsrätt,3,6,7,Yes,Yes,77,0,0,2011-present,4881.00,12180.00,2024-05-31,2.10,0.00,2.10
"Östra Vittusgatan 7B",Trossö,Karlskron,Lägenhet,Bostadsrätt,1,3,4,No,No,30.5,0,0,1951-2000,2287.00,3990.00,2024-05-31,0.90,0.00,0.90
"Hebsackersgatan 7",Slottshöjden,Helsingborg,Lägenhet,Bostadsrätt,3,1,3,Yes,Yes,83.2,0,0,2011-present,5410.00,20000.00,2024-05-31,3.35,0.00,3.35
"Ulvsbygatan 32 B",Norrstrand,Karlstad,Lägenhet,Bostadsrätt,3,2,3,No,Yes,72.5,0,0,1951-2000,4374.00,8094.00,2024-05-31,1.80,0.05,1.75
"Kronetorpsgatan 100B",Segevång,Malm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,63,0,0,1951-2000,5006.00,4300.00,2024-05-31,0.80,0.00,0.80
"Köpmansgatan 14 A",Centralt,Nässj,Lägenhet,Bostadsrätt,2,4,4,No,Yes,58,0,0,1951-2000,3700.00,6000.00,2024-05-31,0.79,-0.06,0.84
"Riddargatan 29D",Östermalm,Stockholm,Lägenhet,Bostadsrätt,2,3,4,No,Yes,42,0,0,2011-present,5000.00,6360.00,2024-05-31,5.50,0.30,5.20
"Fiolgatan 10",Ruddalen,Göteborg,Lägenhet,Bostadsrätt,2,10,12,Yes,Yes,57,0,0,1951-2000,4364.00,6360.00,2024-05-31,2.10,0.00,2.10
"Trädlyckevägen 5",Centrum,Varberg,Lägenhet,Bostadsrätt,2,2,6,Yes,Yes,55,0,0,2011-present,5250.00,6360.00,2024-05-31,2.25,0.00,2.25
"Voxnegränd 1",Bagarmossen,Stockholm,Lägenhet,Bostadsrätt,3,1,0,No,Yes,64,0,0,1951-2000,5579.00,4980.00,2024-05-31,3.30,0.05,3.25
"Horsensgatan 28",Rud,Karlstad,Lägenhet,Bostadsrätt,1,8,8,Yes,Yes,48,0,0,1951-2000,3018.00,4968.00,2024-05-31,0.90,-0.27,1.17
"Myrstuguvägen 233",Myrstuguberget,Hudding,Lägenhet,Bostadsrätt,2,0,0,Yes,Yes,82,0,0,1951-2000,6371.00,8270.00,2024-05-31,1.80,0.00,1.80
"Kyrkogårdsgatan 27A",Centralt(Vimmerby),Vimmerb,Lägenhet,Bostadsrätt,3,1,2,No,Yes,72,0,0,2011-present,5693.00,3000.00,2024-05-31,1.50,0.00,1.50
"Fridhemsgatan 36C",Surbrunn,Ystad,Lägenhet,Bostadsrätt,3,4,6,Yes,Yes,85,0,0,2011-present,5032.00,5124.00,2024-05-31,2.50,0.00,2.50
"Gustaf Kjellbergs väg 32",Ulleråker,Uppsal,Lägenhet,Bostadsrätt,4,4,4,Yes,Yes,144.5,0,0,2001-2010,7457.00,7164.00,2024-05-31,5.60,0.60,5.00
"Polhemsgatan 11",GamlaHuvudsta,Soln,Lägenhet,Bostadsrätt,3,1,3,No,Yes,90,0,0,1900-1950,5398.00,11244.00,2024-05-31,4.65,0.00,4.65
"Älvebacken 22",Centralt,Kungälv,Lägenhet,Bostadsrätt,3,5,7,Yes,Yes,78.5,0,0,2011-present,4754.00,16512.00,2024-05-31,3.80,-0.15,3.94
"Fredrikslundsvägen 51",Åkeslund,Stockholm,Lägenhet,Bostadsrätt,2,3,3,No,Yes,48,0,0,2011-present,8980.00,6360.00,2024-05-31,2.60,0.11,2.49
"Ravinvägen 3",CentralaKil,Kil,Lägenhet,Bostadsrätt,3,1,3,Yes,Yes,83,0,0,1951-2000,6156.00,4500.00,2024-05-31,0.63,0.08,0.55
"Hällbygatan 41",Luthagen,Uppsal,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,78,0,0,2011-present,5004.00,8520.00,2024-05-31,2.80,0.41,2.39
"Krongatan 26",Moröhöjden,Skellefte,Lägenhet,Bostadsrätt,1,0,3,No,Yes,44.5,0,0,1951-2000,2471.00,6000.00,2024-05-31,1.10,0.39,0.71
"Jungfrudansen 46, vån 4",Huvudsta,Soln,Lägenhet,Bostadsrätt,3,4,6,Yes,Yes,74,0,0,1951-2000,3884.00,6360.00,2024-05-31,4.20,0.46,3.74
"Forshagagatan 7, 2tr",Farsta,Stockholm,Lägenhet,Bostadsrätt,4,2,2,No,Yes,80,0,0,1951-2000,4992.00,6360.00,2024-05-31,3.00,0.16,2.84
"Björklundsgatan 3B",Peru,Västervik,Lägenhet,Bostadsrätt,2,3,3,No,Yes,59.1,0,0,1951-2000,3558.00,6360.00,2024-05-31,0.60,-0.02,0.62
"Sätunavägen 13C",MärstaCentralt,Sigtun,Lägenhet,Bostadsrätt,3,3,3,No,Yes,70.5,0,0,1951-2000,5374.00,3000.00,2024-05-31,1.80,0.11,1.69
"Klippgatan 8A",SolnaCentrum,Soln,Lägenhet,Bostadsrätt,3,6,8,Yes,Yes,73.5,0,0,1951-2000,2701.00,7200.00,2024-05-31,3.90,0.33,3.57
"Väpnargatan 17B",Tunabackar,Uppsal,Lägenhet,Bostadsrätt,2,3,3,No,Yes,63.5,0,0,2011-present,2594.00,6360.00,2024-05-31,1.99,-0.24,2.23
"Lotterivägen 9",Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,51,0,0,1900-1950,2797.00,2000.00,2024-05-31,3.00,0.36,2.64
"Västmannagatan 80, 3 tr",VasastanOdenplan,Stockholm,Lägenhet,Bostadsrätt,1,3,4,Yes,Yes,35,0,0,1900-1950,1734.00,3204.00,2024-05-31,4.15,0.48,3.68
"Messeniusgatan 6",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,31,0,0,1900-1950,2265.00,7200.00,2024-05-31,2.95,0.25,2.70
"Lundavägen 79B",Rostorp,Malm,Lägenhet,Bostadsrätt,1,1,3,No,No,39.5,0,0,1900-1950,1739.00,6360.00,2024-05-31,0.88,-0.02,0.89
"Trekantsgatan 6",Haga,Karlstad,Lägenhet,Bostadsrätt,2,4,5,Yes,Yes,65,0,0,1951-2000,4747.00,6360.00,2024-05-31,1.50,0.10,1.40
"Järdalavägen 88A",Ekholmen,Linköping,Lägenhet,Bostadsrätt,4,3,3,No,Yes,105,0,0,1951-2000,5123.00,5220.00,2024-05-31,1.75,-0.05,1.80
"Frans Malmrosgatan 42B",Granlunda,Trelleborg,Lägenhet,Bostadsrätt,2,2,3,No,Yes,60.5,0,0,1951-2000,5128.00,6720.00,2024-05-31,1.00,-0.07,1.07
"Peppargatan 21",Sörbyängen,Örebr,Lägenhet,Bostadsrätt,4,2,4,Yes,Yes,85,0,0,2011-present,5596.00,7440.00,2024-05-31,2.60,0.00,2.60
"Mariagatan 7A, 3 tr!",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,3,3,Yes,Yes,56,0,0,1900-1950,2985.00,6360.00,2024-05-31,3.50,-0.05,3.54
"Storseglet 59",Vega,Haning,Lägenhet,Bostadsrätt,1,7,7,Yes,Yes,33,0,0,2011-present,2387.00,7200.00,2024-05-31,1.80,0.00,1.80
"Sveagatan 38",Centrum,Varberg,Lägenhet,Bostadsrätt,4,3,3,Yes,Yes,96.7,0,0,2001-2010,5490.00,1800.00,2024-05-31,5.65,-0.15,5.80
"Bäckvägen 169",Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,4,4,Yes,Yes,66,0,0,1900-1950,3779.00,8160.00,2024-05-31,3.50,0.02,3.48
"Hällestadsvägen 8C",Dalby,Lund,Lägenhet,Bostadsrätt,2,4,5,Yes,Yes,61.5,0,0,2011-present,6661.00,3636.00,2024-05-31,1.95,0.05,1.90
"Svampvägen 8A",Norby,Uppsal,Lägenhet,Bostadsrätt,2,3,3,No,Yes,60,0,0,1951-2000,3577.00,8040.00,2024-05-31,1.60,0.21,1.39
"Trålgränd 6, 3 tr",Södermalm,Stockholm,Lägenhet,Bostadsrätt,2,3,6,Yes,Yes,69,0,0,1951-2000,3983.00,6360.00,2024-05-31,5.95,0.50,5.45
"Örnehufvudsgatan 1",Johanneberg,Göteborg,Lägenhet,Bostadsrätt,2,5,7,Yes,Yes,72,0,0,1900-1950,3855.00,5000.00,2024-05-31,3.95,0.25,3.70
"Torgny Segerstedts allé 38",Rosendal,Uppsal,Lägenhet,Bostadsrätt,3,3,6,Yes,Yes,78,0,0,2011-present,5400.00,6360.00,2024-05-31,3.25,-0.07,3.32
"Jutevägen 12",Dalvik,Jönköping,Lägenhet,Bostadsrätt,3,1,3,No,Yes,79.5,0,0,1951-2000,4647.00,1800.00,2024-05-31,1.40,0.00,1.40
"Linnégatan 9",Höganäs,Höganä,Lägenhet,Bostadsrätt,2,2,2,No,Yes,57.5,0,0,1951-2000,3719.00,4800.00,2024-05-31,1.39,-0.39,1.78
"Sjödalsvägen 19 B",HuddingeCentrum,Hudding,Lägenhet,Bostadsrätt,2,2,6,Yes,Yes,65,0,0,2011-present,4153.00,2496.00,2024-05-31,2.60,0.26,2.34
