,House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
10,Sundskajen 2B,Ön,Malm,Lägenhet,Bostadsrätt,2,2,5,Yes,Yes,68.0,0.0,0.0,2001-2010,5244.0,12123.0,,2.25,-0.06,2.31
11,Koltrastvägen 2A,Näsbypark,Täb,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,135.0,0.0,0.0,2001-2010,6831.0,12000.0,,7.0,-0.3,7.29
12,Munkgatan 3,Rådmansvången,Malm,Lägenhet,Bostadsrätt,1,1,6,Yes,No,35.0,0.0,0.0,1900-1950,3107.0,8880.0,,1.7,-0.15,1.84
13,Sickla Allé 13,Sickla,Nack,Lägenhet,Bostadsrätt,1,4,13,Yes,Yes,38.0,0.0,0.0,1951-2000,2668.0,4500.0,,2.65,0.2,2.45
14,Plantagegränd 7,Liljeholmen,Jönköping,Lägenhet,Bostadsrätt,3,3,4,Yes,No,65.0,0.0,0.0,1900-1950,4631.0,6360.0,,3.6,-0.05,3.65
15,Götabergsgatan 16,Lorensberg,Göteborg,Lägenhet,Bostadsrätt,3,5,0,Yes,Yes,90.0,0.0,0.0,Before 1900s,4694.0,8500.0,,8.38,0.0,8.38
16,"Langelandsgatan 41, 1 tr",Kista,Stockholm,Lägenhet,Bostadsrätt,3,1,4,Yes,Yes,81.0,0.0,0.0,1951-2000,6475.0,5400.0,,2.3,-0.08,2.38
17,Esplanaden 4B,Grillby,Enköping,Lägenhet,Bostadsrätt,2,2,3,No,Yes,47.8,0.0,0.0,1951-2000,3252.0,10680.0,,0.7,0.06,0.64
18,Optikvägen 13,Dalénum,Liding,Lägenhet,Bostadsrätt,4,4,6,Yes,Yes,96.0,0.0,0.0,2011-present,6405.0,10200.0,,7.95,0.1,7.85
19,Bjäregatan 13,Eneborg,Helsingborg,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,65.0,0.0,0.0,2011-present,4800.0,6360.0,,0.9,-0.12,1.02
20,Tre kronors väg 2,Kvarnholmen,Nack,Lägenhet,Bostadsrätt,3,0,7,Yes,Yes,85.0,0.0,0.0,2011-present,6684.0,6000.0,,6.0,-0.07,6.07
21,Hantverkargatan 14B,Centralt,Gävl,Lägenhet,Bostadsrätt,2,3,3,No,Yes,57.5,0.0,0.0,1900-1950,3825.0,5472.0,,1.7,-0.02,1.71
22,Berga Backe 8,Berga,Danderyd,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,66.0,0.0,0.0,1951-2000,4421.0,8292.0,,3.5,-0.35,3.84
23,Slipvägen 2,Gåshaga,Liding,Lägenhet,Andelibostadsförening,5,2,5,Yes,Yes,131.0,0.0,0.0,2001-2010,7027.0,6360.0,,9.95,0.28,9.68
24,Scheelevägen 2A,Tuna,Lund,Lägenhet,Bostadsrätt,1,3,7,Yes,No,27.0,0.0,0.0,2011-present,2169.0,6360.0,,1.6,0.02,1.58
25,Staketgatan 12B,Väster,Gävl,Lägenhet,Bostadsrätt,2,2,4,Yes,Yes,62.0,0.0,0.0,1900-1950,3641.0,9276.0,,1.88,-0.03,1.9
26,"Henriksdalsringen 15, 1 tr",Henriksdalsringen,Nack,Lägenhet,Bostadsrätt,3,2,5,Yes,Yes,81.0,0.0,0.0,1951-2000,6266.0,9600.0,,3.5,0.11,3.39
27,Scheelevägen 2A,Tuna,Lund,Lägenhet,Bostadsrätt,1,7,7,Yes,No,29.0,0.0,0.0,2011-present,2240.0,6360.0,,1.7,0.15,1.55
28,Valborgsgatan 5C,Limhamn,Malm,Lägenhet,Bostadsrätt,3,3,4,Yes,Yes,89.8,0.0,0.0,1951-2000,6295.0,6360.0,,2.6,-0.3,2.89
29,Löfströms allé 2A,LillaAlby,Sundbyberg,Lägenhet,Bostadsrätt,3,6,7,Yes,Yes,79.0,0.0,0.0,2011-present,4942.0,6360.0,,5.6,-0.1,5.7
30,Turebergs allé 41,Tureberg,Sollentun,Lägenhet,Bostadsrätt,2,1,0,Yes,Yes,46.0,0.0,0.0,2011-present,3026.0,7560.0,,2.25,0.1,2.15
31,Gyhultsvägen 46,Mariastaden,Helsingborg,Lägenhet,Bostadsrätt,3,3,5,Yes,Yes,79.0,0.0,0.0,2011-present,5456.0,5500.0,,2.1,0.01,2.09
32,Övre åkargatan 52,Söder,Gävl,Lägenhet,Bostadsrätt,2,3,4,No,Yes,44.5,0.0,0.0,2011-present,2594.0,6360.0,,1.3,-0.02,1.32
33,Sara Lidmans Gata 2,HornsbergsStrand,Stockholm,Lägenhet,Bostadsrätt,4,4,8,Yes,Yes,100.0,0.0,0.0,2011-present,3886.0,6000.0,,9.35,0.18,9.18
34,Regementsgatan 20,Davidshall,Malm,Lägenhet,Bostadsrätt,3,5,5,Yes,Yes,76.0,0.0,0.0,Before 1900s,4503.0,7380.0,,4.5,0.26,4.24
35,Gjutarplan 2,Kallhäll,Järfäll,Lägenhet,Bostadsrätt,2,8,11,Yes,Yes,54.5,0.0,0.0,2011-present,4290.0,3000.0,,2.3,0.0,2.3
36,Pelargatan 7,Skärmarbrink,Stockholm,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,50.0,0.0,0.0,2011-present,11900.0,6360.0,,3.25,0.48,2.78
37,Harpsundsvägen 91,Bandhagen,Stockholm,Lägenhet,Bostadsrätt,1,1,3,No,Yes,40.0,0.0,0.0,1951-2000,2494.0,6360.0,,1.98,0.1,1.88
38,Krokslättsgatan 8 C,Krokslätt,Mölndal,Lägenhet,Bostadsrätt,2,1,3,No,No,56.0,0.0,0.0,1900-1950,3673.0,5160.0,,2.0,0.26,1.74
39,"Hagagatan 22, 1tr",Vasastan,Stockholm,Lägenhet,Bostadsrätt,3,1,6,Yes,Yes,78.0,0.0,0.0,1900-1950,4767.0,6360.0,,7.99,0.06,7.93
40,Sidensvansvägen 34,Sjöberg,Sollentun,Lägenhet,Bostadsrätt,2,6,6,Yes,Yes,69.0,0.0,0.0,1951-2000,4776.0,6360.0,,2.6,-0.1,2.69
41,Malmgårdsvägen 12,SödermalmSofia,Stockholm,Lägenhet,Bostadsrätt,3,2,6,Yes,No,44.0,0.0,0.0,2011-present,2594.0,6360.0,,3.95,0.38,3.58
42,Gröna gatan 4,TorpaSöder,Jönköping,Lägenhet,Bostadsrätt,1,5,6,Yes,Yes,38.5,0.0,0.0,1951-2000,2562.0,6360.0,,1.65,0.0,1.65
43,Måltemyrsvägen 13A,Äsperöd,Uddevall,Lägenhet,Bostadsrätt,3,1,3,No,Yes,73.0,0.0,0.0,2011-present,4318.0,6360.0,,1.1,-0.1,1.19
44,Salagatan 12A,Höganäs,Uppsal,Lägenhet,Bostadsrätt,1,1,0,Yes,No,40.0,0.0,0.0,1900-1950,3416.0,6360.0,,1.8,0.36,1.44
45,Ågatan 13A,Centralt,Bromöll,Lägenhet,Bostadsrätt,2,3,3,No,Yes,56.0,0.0,0.0,1900-1950,5195.0,4140.0,,0.35,0.0,0.35
46,Torngatan 40,Kapellgärdet,Uppsal,Lägenhet,Bostadsrätt,3,6,7,Yes,Yes,79.0,0.0,0.0,2011-present,4601.0,6360.0,,3.0,0.19,2.81
47,Rönninge Torg 14,Rönninge,Salem,Lägenhet,Bostadsrätt,5,4,4,Yes,Yes,107.0,0.0,0.0,2011-present,7487.0,8400.0,,5.0,-0.28,5.27
48,Hökmossevägen 14,Hökmossen/Telefonplan,Stockholm,Lägenhet,Bostadsrätt,3,3,3,No,Yes,53.5,0.0,0.0,1900-1950,4255.0,5350.0,,2.7,0.21,2.49
49,Helgeandsgatan 18C,Centrum,Lund,Lägenhet,Bostadsrätt,2,1,4,No,Yes,56.0,0.0,0.0,1900-1950,3717.0,7332.0,,2.7,0.0,2.7
50,Engelbrektsgatan 28D,Hagalund,Borläng,Lägenhet,Bostadsrätt,2,2,3,No,Yes,55.0,0.0,0.0,2011-present,3204.0,6360.0,,1.15,0.0,1.15
51,Runvägen 6,Huddinge,Hudding,Lägenhet,Bostadsrätt,2,9,9,Yes,Yes,62.0,0.0,0.0,1951-2000,3148.0,6360.0,,2.45,0.03,2.43
52,Tunvägen 8 F,Grind,Norrtälj,Lägenhet,Bostadsrätt,2,3,3,No,Yes,69.7,0.0,0.0,1951-2000,4339.0,4800.0,,1.5,-0.02,1.52
53,Larsbergsvägen 47,Ekbacken/Larsberg,Liding,Lägenhet,Bostadsrätt,3,1,0,Yes,Yes,112.5,0.0,0.0,1951-2000,6942.0,6360.0,,7.6,-0.2,7.8
54,Långsjöängen 32,Ljusterö,Österåker,Lägenhet,Bostadsrätt,2,2,2,Yes,Yes,64.5,0.0,0.0,2001-2010,5004.0,6000.0,,0.99,0.0,0.99
55,Stambanevägen 28,StuvstaCentrum,Hudding,Lägenhet,Bostadsrätt,2,1,4,Yes,Yes,68.0,0.0,0.0,2011-present,4697.0,5904.0,,3.5,0.11,3.39
56,"Kabelverksgatan 20, 5tr",Älvsjöstaden,Stockholm,Lägenhet,Bostadsrätt,2,5,7,Yes,Yes,44.0,0.0,0.0,2011-present,5600.0,6360.0,,2.6,0.0,2.6
57,Sundbybergs Torg 1J,CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,3,5,12,Yes,Yes,83.0,0.0,0.0,2011-present,4839.0,6360.0,,5.8,0.16,5.64
58,Mobilgatan 5,Telefonplan,Stockholm,Lägenhet,Bostadsrätt,3,5,5,Yes,Yes,86.0,0.0,0.0,2011-present,5825.0,6360.0,,5.7,0.16,5.54
59,Grev Turegatan 25,Östermalm,Stockholm,Lägenhet,Bostadsrätt,2,1,0,Yes,Yes,41.0,0.0,0.0,2011-present,2594.0,6360.0,,5.49,0.36,5.13
60,Mäster Jacobs gata 1b,Slottshöjden,Helsingborg,Lägenhet,Bostadsrätt,2,2,3,No,Yes,58.0,0.0,0.0,1900-1950,4292.0,6360.0,,1.85,0.0,1.85
61,Linnégatan 4,Centrum,Västerå,Lägenhet,Bostadsrätt,1,2,4,No,Yes,47.0,0.0,0.0,1900-1950,2911.0,6900.0,,1.3,0.16,1.14
62,Dansbanevägen 22,Västberga/Telefonplan,Stockholm,Lägenhet,Bostadsrätt,3,2,3,No,Yes,60.0,0.0,0.0,1900-1950,3543.0,10429.0,,2.8,-0.15,2.94
63,"Sysslomansgatan 14, 7 tr",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,4,7,9,Yes,Yes,138.0,0.0,0.0,1951-2000,1399.0,6700.0,,12.7,-0.2,12.9
64,"Brantingsgatan 24, 3tr",NedreGärdet,Stockholm,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,118.0,0.0,0.0,1900-1950,8428.0,6360.0,,13.0,0.6,12.4
65,Narvavägen 42,Vetterstorp,Västerå,Lägenhet,Bostadsrätt,5,3,3,No,Yes,116.1,0.0,0.0,1951-2000,5824.0,6900.0,,2.0,-0.1,2.09
66,Östra Tallgatan 4A,Planteringen,Helsingborg,Lägenhet,Bostadsrätt,2,3,4,No,Yes,39.0,0.0,0.0,1900-1950,4426.0,4800.0,,0.55,-0.05,0.6
67,Kungsgatan 46 A,Centralt,Örebr,Lägenhet,Bostadsrätt,3,1,4,Yes,Yes,82.0,0.0,0.0,1951-2000,5546.0,3600.0,,2.85,0.2,2.65
68,Storgatan 45,Centrum,Härnösand,Lägenhet,Bostadsrätt,2,2,4,No,Yes,61.0,0.0,0.0,1951-2000,3733.0,2208.0,,0.55,-0.02,0.57
69,"John Bergs Plan 7, 4 tr",Kungsholmen/Stadshagen,Stockholm,Lägenhet,Bostadsrätt,2,4,6,Yes,Yes,31.0,0.0,0.0,1900-1950,2808.0,6360.0,,3.0,0.27,2.73
70,Norra Esplanaden 9,Centrum,Växj,Lägenhet,Bostadsrätt,2,3,3,No,No,56.0,0.0,0.0,Before 1900s,3573.0,4524.0,,1.7,-0.05,1.74
71,Polhemsgatan 12,GamlaHuvudsta,Soln,Lägenhet,Bostadsrätt,2,2,3,No,Yes,64.0,0.0,0.0,1900-1950,3399.0,6600.0,,3.0,0.81,2.19
72,Råsundavägen 162,Råsunda,Soln,Lägenhet,Bostadsrätt,3,2,7,Yes,Yes,69.5,0.0,0.0,1951-2000,4256.0,4800.0,,3.9,0.36,3.54
73,Polhemsgatan 4,Huvudsta,Soln,Lägenhet,Bostadsrätt,4,3,0,No,Yes,88.0,0.0,0.0,1951-2000,4305.0,7200.0,,4.5,0.31,4.19
74,"Väpnarstigen 7, 2tr",Brevik,Liding,Lägenhet,Bostadsrätt,4,2,2,No,Yes,88.0,0.0,0.0,1951-2000,5413.0,672.0,,4.35,0.16,4.2
75,Frostaliden 8,Frostaliden,Skövd,Lägenhet,Bostadsrätt,2,3,7,Yes,Yes,61.0,0.0,0.0,2011-present,3867.0,8113.0,,1.65,-0.03,1.68
76,Västra Torggatan 7,Centrum,Karlstad,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,82.0,0.0,0.0,2001-2010,6291.0,7349.0,,2.0,0.0,2.0
77,Barnhemsgatan 14,Sjöbo,Borå,Lägenhet,Bostadsrätt,2,1,3,No,Yes,59.0,0.0,0.0,1951-2000,3742.0,5656.0,,0.55,-0.05,0.6
78,"Evenemangsgatan 24,9 tr",Arenastaden,Soln,Lägenhet,Bostadsrätt,2,9,0,Yes,Yes,43.0,0.0,0.0,2011-present,2106.0,5600.0,,2.9,0.15,2.75
79,Rosengatan 12,Kungsbacka,Kungsback,Lägenhet,Bostadsrätt,2,1,0,No,Yes,65.9,0.0,0.0,1951-2000,4907.0,4649.0,,2.1,-0.08,2.18
80,Hantverkaregatan 27 B,MoraCentrum,Mor,Lägenhet,Bostadsrätt,1,3,3,No,Yes,38.0,0.0,0.0,1951-2000,2113.0,5360.0,,0.6,0.14,0.46
81,Västra Skrävlingevägen 121,GulaHöja,Malm,Lägenhet,Bostadsrätt,3,3,3,No,Yes,80.5,0.0,0.0,1951-2000,4197.0,6360.0,,1.75,0.0,1.75
82,Kyrkvärdsvägen 11,Almby,Örebr,Lägenhet,Bostadsrätt,2,1,3,Yes,Yes,57.0,0.0,0.0,1951-2000,3831.0,3700.0,,1.4,-0.05,1.44
83,Molngatan 10,Gränby,Uppsal,Lägenhet,Bostadsrätt,3,2,3,No,Yes,77.5,0.0,0.0,1951-2000,4842.0,6180.0,,2.0,0.11,1.89
84,Guntorpsgatan 7,Borgholm,Borgholm,Lägenhet,Bostadsrätt,3,2,2,No,Yes,92.0,0.0,0.0,1951-2000,5687.0,15758.0,,1.3,0.16,1.14
85,JAKOBSGATAN 44A,Pettersberg,Västerå,Lägenhet,Bostadsrätt,2,1,3,No,Yes,60.0,0.0,0.0,1951-2000,3349.0,14732.0,,0.9,-0.06,0.95
86,Nygränd 17B,Centralt,Oskarshamn,Lägenhet,Bostadsrätt,2,3,3,No,Yes,56.0,0.0,0.0,1900-1950,4049.0,9120.0,,0.73,-0.02,0.75
87,Dalbobranten 28,Sköndal,Stockholm,Lägenhet,Bostadsrätt,4,0,0,No,Yes,94.0,0.0,0.0,2011-present,7800.0,6360.0,,4.75,0.55,4.2
88,Klostervägen 10 A,Klippan,Klippan,Lägenhet,Bostadsrätt,2,1,3,No,Yes,51.0,0.0,0.0,1951-2000,3593.0,7062.0,,0.7,0.0,0.7
89,Tellusgatan 95,Ödåkra,Helsingborg,Lägenhet,Bostadsrätt,3,4,4,Yes,Yes,88.0,0.0,0.0,1951-2000,6252.0,6360.0,,2.0,-0.25,2.24
90,Götaverksgatan 20,Lindholmen,Göteborg,Lägenhet,Bostadsrätt,1,4,16,Yes,Yes,34.5,0.0,0.0,2011-present,2703.0,3600.0,,2.17,0.0,2.17
91,Parkvägen 12,Helenelund,Sollentun,Lägenhet,Bostadsrätt,1,1,2,Yes,Yes,32.0,0.0,0.0,2011-present,2540.0,6000.0,,1.95,-0.03,1.98
92,Bergkullevägen 169,Sylte,Trollhättan,Lägenhet,Bostadsrätt,4,1,3,No,Yes,94.0,0.0,0.0,1951-2000,7541.0,6360.0,,0.7,0.06,0.64
93,Karl XII Gatan 8a,Centrum,Lund,Lägenhet,Bostadsrätt,2,2,5,Yes,Yes,65.2,0.0,0.0,1900-1950,2320.0,2820.0,,2.9,0.3,2.6
94,Arvesgärde 31,Tuve,Göteborg,Lägenhet,Bostadsrätt,2,2,4,Yes,Yes,65.5,0.0,0.0,1951-2000,4083.0,14256.0,,1.8,0.0,1.8
95,Forsvägen 7,Fors,Kungsback,Lägenhet,Bostadsrätt,2,1,3,No,Yes,61.1,0.0,0.0,1951-2000,4081.0,5400.0,,2.49,0.0,2.49
96,Sofiagatan 64J,Strömmensberg,Göteborg,Lägenhet,Bostadsrätt,2,3,3,No,No,63.8,0.0,0.0,1900-1950,4366.0,6710.0,,3.25,0.15,3.1
97,Sälggatan 25,Ekhagen,Jönköping,Lägenhet,Bostadsrätt,3,2,3,No,Yes,67.5,0.0,0.0,1951-2000,2946.0,4800.0,,1.2,0.06,1.14
98,Russinvägen 14,Hökarängen,Stockholm,Lägenhet,Bostadsrätt,3,1,6,Yes,Yes,67.0,0.0,0.0,1900-1950,5099.0,6360.0,,3.0,0.21,2.79
99,Organistgatan 1B,Svedala,Svedal,Lägenhet,Bostadsrätt,4,3,3,No,Yes,78.6,0.0,0.0,1951-2000,5115.0,6360.0,,1.9,-0.37,2.27
100,Järdalavägen 86C,Ekholmen,Linköping,Lägenhet,Bostadsrätt,4,3,3,No,Yes,105.0,0.0,0.0,1951-2000,5167.0,6000.0,,1.3,0.16,1.14
101,Dyrestensvägen 82C,Vallda,Kungsback,Lägenhet,Bostadsrätt,4,1,2,No,Yes,81.0,0.0,0.0,2001-2010,6330.0,8971.0,,2.95,-0.19,3.14
102,Råbyvägen 86,Kapellgärdet,Uppsal,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,66.0,0.0,0.0,2011-present,4411.0,6360.0,,2.0,0.16,1.84
103,Kungsfågelgatan 33,Råby,Västerå,Lägenhet,Bostadsrätt,3,1,3,No,Yes,82.5,0.0,0.0,1951-2000,5731.0,2400.0,,0.8,0.21,0.59
104,Markusgatan 29A,Centralt,Avest,Lägenhet,Bostadsrätt,1,1,3,No,Yes,38.5,0.0,0.0,1900-1950,2491.0,8217.0,,0.25,-0.07,0.32
105,Nygatan 10 B,Lysekil,Lysekil,Lägenhet,Bostadsrätt,2,0,0,No,Yes,66.0,0.0,0.0,2011-present,19198.0,6360.0,,1.6,0.14,1.46
106,Vevslupsgränd 1,Munksjöstaden,Jönköping,Lägenhet,Bostadsrätt,3,6,13,Yes,Yes,75.5,0.0,0.0,2011-present,5508.0,4200.0,,3.4,-0.15,3.55
107,Västeråsgatan 9,Vasastan,Stockholm,Lägenhet,Bostadsrätt,3,2,0,Yes,Yes,85.0,0.0,0.0,1900-1950,4915.0,4632.0,,9.4,0.31,9.09
108,Arholmagatan 11 A,Arholmagatan,Norrtälj,Lägenhet,Bostadsrätt,3,3,3,No,Yes,73.9,0.0,0.0,1951-2000,3932.0,6360.0,,1.5,0.1,1.4
109,Betty Petterssons gata 9,Rosendal,Uppsal,Lägenhet,Bostadsrätt,3,4,5,Yes,Yes,78.0,0.0,0.0,2011-present,4555.0,6000.0,,3.4,-0.05,3.44
110,Jungfrudansen 16,Huvudsta,Soln,Lägenhet,Bostadsrätt,3,5,0,Yes,Yes,87.0,0.0,0.0,1951-2000,6200.0,6360.0,,4.75,0.08,4.67
111,Skördevägen 1,Åkersberg,Enköping,Lägenhet,Bostadsrätt,3,1,3,Yes,Yes,73.0,0.0,0.0,2011-present,4359.0,4023.0,,1.78,0.0,1.78
112,Sankt Eriksgatan 87,Vasastan,Stockholm,Lägenhet,Bostadsrätt,1,4,6,Yes,Yes,38.0,0.0,0.0,1900-1950,1263.0,3690.0,,4.3,0.35,3.95
113,Västgötavägen 21 B,ÖstraGärdet,Falkenberg,Lägenhet,Bostadsrätt,2,1,3,No,Yes,41.0,0.0,0.0,1951-2000,2226.0,10800.0,,1.2,-0.2,1.4
114,Ormvråksvägen 13D,Falkagård,Falkenberg,Lägenhet,Bostadsrätt,4,0,0,No,Yes,113.0,0.0,0.0,2011-present,11496.0,6360.0,,0.53,-0.06,0.58
115,"Oxenstiernsgatan 35, 6tr",Östermalm,Stockholm,Lägenhet,Bostadsrätt,3,6,7,Yes,Yes,90.0,0.0,0.0,1951-2000,6191.0,7900.0,,8.88,-1.37,10.24
116,Fasangatan 19,CentralaVårgårda,Vårgård,Lägenhet,Bostadsrätt,2,1,3,No,Yes,46.0,0.0,0.0,2011-present,3172.0,10404.0,,1.05,-0.1,1.15
117,Skogvaktaregatan 12,SödraSkogen,Karlsborg,Lägenhet,Bostadsrätt,2,3,3,No,Yes,63.0,0.0,0.0,1951-2000,3771.0,5374.0,,0.47,0.13,0.34
118,Scaniaplatsen 21A,VästraHamnen,Malm,Lägenhet,Bostadsrätt,1,1,0,No,No,27.0,0.0,0.0,2001-2010,2552.0,6360.0,,1.4,0.0,1.4
119,Östermalmsgatan 71,Östermalm,Stockholm,Lägenhet,Bostadsrätt,2,4,5,Yes,No,49.0,0.0,0.0,Before 1900s,1963.0,6000.0,,6.5,0.31,6.19
120,Grindvägen 12 B,Grind,Norrtälj,Lägenhet,Bostadsrätt,3,3,4,Yes,Yes,85.8,0.0,0.0,1951-2000,6056.0,900.0,,1.35,0.0,1.35
121,Nybodaringen 43,Nybodahöjden,Stockholm,Lägenhet,Bostadsrätt,2,1,3,Yes,No,36.0,0.0,0.0,1900-1950,4320.0,5500.0,,2.4,0.01,2.39
122,Frostaliden 6,Frostaliden,Skövd,Lägenhet,Bostadsrätt,3,6,7,Yes,Yes,77.0,0.0,0.0,2011-present,4881.0,12180.0,,2.1,0.0,2.1
123,Östra Vittusgatan 7B,Trossö,Karlskron,Lägenhet,Bostadsrätt,1,3,4,No,No,30.5,0.0,0.0,1951-2000,2287.0,3990.0,,0.9,0.0,0.9
124,Hebsackersgatan 7,Slottshöjden,Helsingborg,Lägenhet,Bostadsrätt,3,1,3,Yes,Yes,83.2,0.0,0.0,2011-present,5410.0,20000.0,,3.35,0.0,3.35
125,Ulvsbygatan 32 B,Norrstrand,Karlstad,Lägenhet,Bostadsrätt,3,2,3,No,Yes,72.5,0.0,0.0,1951-2000,4374.0,8094.0,,1.8,0.05,1.75
126,Kronetorpsgatan 100B,Segevång,Malm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,63.0,0.0,0.0,1951-2000,5006.0,4300.0,,0.8,0.0,0.8
127,Köpmansgatan 14 A,Centralt,Nässj,Lägenhet,Bostadsrätt,2,4,4,No,Yes,58.0,0.0,0.0,1951-2000,3700.0,6000.0,,0.79,-0.06,0.84
128,Riddargatan 29D,Östermalm,Stockholm,Lägenhet,Bostadsrätt,2,3,4,No,Yes,42.0,0.0,0.0,2011-present,5000.0,6360.0,,5.5,0.3,5.2
129,Fiolgatan 10,Ruddalen,Göteborg,Lägenhet,Bostadsrätt,2,10,12,Yes,Yes,57.0,0.0,0.0,1951-2000,4364.0,6360.0,,2.1,0.0,2.1
130,Trädlyckevägen 5,Centrum,Varberg,Lägenhet,Bostadsrätt,2,2,6,Yes,Yes,55.0,0.0,0.0,2011-present,5250.0,6360.0,,2.25,0.0,2.25
131,Voxnegränd 1,Bagarmossen,Stockholm,Lägenhet,Bostadsrätt,3,1,0,No,Yes,64.0,0.0,0.0,1951-2000,5579.0,4980.0,,3.3,0.05,3.25
132,Horsensgatan 28,Rud,Karlstad,Lägenhet,Bostadsrätt,1,8,8,Yes,Yes,48.0,0.0,0.0,1951-2000,3018.0,4968.0,,0.9,-0.27,1.17
133,Myrstuguvägen 233,Myrstuguberget,Hudding,Lägenhet,Bostadsrätt,2,0,0,Yes,Yes,82.0,0.0,0.0,1951-2000,6371.0,8270.0,,1.8,0.0,1.8
134,Kyrkogårdsgatan 27A,Centralt(Vimmerby),Vimmerb,Lägenhet,Bostadsrätt,3,1,2,No,Yes,72.0,0.0,0.0,2011-present,5693.0,3000.0,,1.5,0.0,1.5
135,Fridhemsgatan 36C,Surbrunn,Ystad,Lägenhet,Bostadsrätt,3,4,6,Yes,Yes,85.0,0.0,0.0,2011-present,5032.0,5124.0,,2.5,0.0,2.5
136,Gustaf Kjellbergs väg 32,Ulleråker,Uppsal,Lägenhet,Bostadsrätt,4,4,4,Yes,Yes,144.5,0.0,0.0,2001-2010,7457.0,7164.0,,5.6,0.6,5.0
137,Polhemsgatan 11,GamlaHuvudsta,Soln,Lägenhet,Bostadsrätt,3,1,3,No,Yes,90.0,0.0,0.0,1900-1950,5398.0,11244.0,,4.65,0.0,4.65
138,Älvebacken 22,Centralt,Kungälv,Lägenhet,Bostadsrätt,3,5,7,Yes,Yes,78.5,0.0,0.0,2011-present,4754.0,16512.0,,3.8,-0.15,3.94
139,Fredrikslundsvägen 51,Åkeslund,Stockholm,Lägenhet,Bostadsrätt,2,3,3,No,Yes,48.0,0.0,0.0,2011-present,8980.0,6360.0,,2.6,0.11,2.49
140,Ravinvägen 3,CentralaKil,Kil,Lägenhet,Bostadsrätt,3,1,3,Yes,Yes,83.0,0.0,0.0,1951-2000,6156.0,4500.0,,0.63,0.08,0.55
141,Hällbygatan 41,Luthagen,Uppsal,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,78.0,0.0,0.0,2011-present,5004.0,8520.0,,2.8,0.41,2.39
142,Krongatan 26,Moröhöjden,Skellefte,Lägenhet,Bostadsrätt,1,0,3,No,Yes,44.5,0.0,0.0,1951-2000,2471.0,6000.0,,1.1,0.39,0.71
143,"Jungfrudansen 46, vån 4",Huvudsta,Soln,Lägenhet,Bostadsrätt,3,4,6,Yes,Yes,74.0,0.0,0.0,1951-2000,3884.0,6360.0,,4.2,0.46,3.74
144,"Forshagagatan 7, 2tr",Farsta,Stockholm,Lägenhet,Bostadsrätt,4,2,2,No,Yes,80.0,0.0,0.0,1951-2000,4992.0,6360.0,,3.0,0.16,2.84
145,Björklundsgatan 3B,Peru,Västervik,Lägenhet,Bostadsrätt,2,3,3,No,Yes,59.1,0.0,0.0,1951-2000,3558.0,6360.0,,0.6,-0.02,0.62
146,Sätunavägen 13C,MärstaCentralt,Sigtun,Lägenhet,Bostadsrätt,3,3,3,No,Yes,70.5,0.0,0.0,1951-2000,5374.0,3000.0,,1.8,0.11,1.69
147,Klippgatan 8A,SolnaCentrum,Soln,Lägenhet,Bostadsrätt,3,6,8,Yes,Yes,73.5,0.0,0.0,1951-2000,2701.0,7200.0,,3.9,0.33,3.57
148,Väpnargatan 17B,Tunabackar,Uppsal,Lägenhet,Bostadsrätt,2,3,3,No,Yes,63.5,0.0,0.0,2011-present,2594.0,6360.0,,1.99,-0.24,2.23
149,Lotterivägen 9,Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,51.0,0.0,0.0,1900-1950,2797.0,2000.0,,3.0,0.36,2.64
150,"Västmannagatan 80, 3 tr",VasastanOdenplan,Stockholm,Lägenhet,Bostadsrätt,1,3,4,Yes,Yes,35.0,0.0,0.0,1900-1950,1734.0,3204.0,,4.15,0.48,3.68
151,Messeniusgatan 6,Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,31.0,0.0,0.0,1900-1950,2265.0,7200.0,,2.95,0.25,2.7
152,Lundavägen 79B,Rostorp,Malm,Lägenhet,Bostadsrätt,1,1,3,No,No,39.5,0.0,0.0,1900-1950,1739.0,6360.0,,0.88,-0.02,0.89
153,Trekantsgatan 6,Haga,Karlstad,Lägenhet,Bostadsrätt,2,4,5,Yes,Yes,65.0,0.0,0.0,1951-2000,4747.0,6360.0,,1.5,0.1,1.4
