Municipality,Living_area,Built_on,House_type,Lift,Balcony,Final_Price
Uppsal,66.0,1951-2000,Lägenhet,No,Yes,1.79
Stockholm,46.0,2011-present,Lägenhet,Yes,Yes,2.4
Stockholm,55.0,2011-present,Lägenhet,No,Yes,2.62
Vallentun,54.0,2011-present,Lägenhet,No,Yes,1.89
Stockholm,98.0,2011-present,Lägenhet,No,Yes,4.7
Malm,78.5,1951-2000,Lägenhet,Yes,Yes,3.37
Göteborg,39.0,1900-1950,Lägenhet,No,No,2.07
Göteborg,38.0,1900-1950,Lägenhet,No,No,2.0
UpplandsVäsb,33.5,1951-2000,Lägenhet,Yes,Yes,1.36
Göteborg,40.0,1900-1950,Lägenhet,Yes,No,3.21
Uddevall,41.5,1951-2000,Lägenhet,No,No,0.65
Göteborg,35.0,2011-present,Lägenhet,Yes,No,2.77
Stockholm,69.0,2011-present,Lägenhet,No,Yes,2.44
Stockholm,56.0,2011-present,Lägenhet,No,Yes,2.4
Sundbyberg,96.7,2011-present,Lägenhet,Yes,Yes,2.92
Kalma,59.0,1951-2000,Lägenhet,No,Yes,0.9
Stockholm,22.0,1900-1950,Lägenhet,No,No,1.94
Stockholm,155.0,2011-present,Lägenhet,No,No,19.35
Malm,48.5,1951-2000,Lägenhet,Yes,No,0.98
Liding,66.0,1951-2000,Lägenhet,No,No,3.32
Borå,54.0,2011-present,Lägenhet,No,No,0.41
Karlshamn,55.0,1900-1950,Lägenhet,No,No,0.89
Sjöb,59.0,1951-2000,Lägenhet,No,No,0.64
Stenungsund,67.8,1951-2000,Lägenhet,No,No,1.3
Tjörn,59.5,1900-1950,Lägenhet,No,No,2.0
Var,64.0,1951-2000,Lägenhet,No,No,0.39
Nack,69.0,1951-2000,Lägenhet,No,No,2.33
Sal,38.0,1951-2000,Lägenhet,No,No,0.83
Hudiksvall,81.0,2011-present,Lägenhet,Yes,No,3.12
Kungsback,105.0,2011-present,Lägenhet,No,No,3.49
Stockholm,50.0,2011-present,Lägenhet,No,No,1.55
Södertälj,84.0,1951-2000,Lägenhet,Yes,No,1.85
Boden,64.0,1951-2000,Lägenhet,Yes,No,1.3
Uddevall,102.0,2011-present,Lägenhet,Yes,No,4.62
Trollhättan,40.5,1900-1950,Lägenhet,No,No,0.8
Jönköping,74.0,2011-present,Lägenhet,No,No,2.17
Köping,77.0,2011-present,Lägenhet,No,No,0.89
Värnam,60.0,2011-present,Lägenhet,No,No,0.62
Ystad,77.5,1951-2000,Lägenhet,No,No,2.04
Nyköping,72.5,1951-2000,Lägenhet,No,No,1.59
Norrköping,77.0,2011-present,Lägenhet,No,No,1.55
Gotland,117.0,2011-present,Lägenhet,Yes,No,6.9
Gällivar,60.5,1951-2000,Lägenhet,No,No,0.91
Malm,37.5,1951-2000,Lägenhet,No,No,0.7
Stockholm,59.0,2011-present,Lägenhet,No,No,1.49
Stockholm,54.0,1951-2000,Lägenhet,No,No,1.93
Uppsal,41.0,2011-present,Lägenhet,Yes,No,1.42
Stockholm,22.0,1900-1950,Lägenhet,Yes,No,1.99
Östersund,64.0,1951-2000,Lägenhet,Yes,No,1.34
Göteborg,57.5,1951-2000,Lägenhet,Yes,No,2.33
Lule,113.5,2011-present,Lägenhet,No,No,5.94
Sundbyberg,22.0,2011-present,Lägenhet,No,No,2.0
Tros,20.0,2011-present,Lägenhet,No,No,1.2
Haning,92.5,2011-present,Lägenhet,Yes,No,2.39
Stockholm,60.0,1951-2000,Lägenhet,Yes,No,2.89
Tidaholm,63.0,1951-2000,Lägenhet,No,No,0.2
Malm,81.0,1900-1950,Lägenhet,Yes,No,4.09
Uppsal,27.0,2011-present,Lägenhet,No,No,1.7
Malm,52.0,1900-1950,Lägenhet,No,No,1.44
Halmstad,78.0,2011-present,Lägenhet,No,No,3.14
Östersund,48.0,1951-2000,Lägenhet,No,No,0.5
Malm,106.0,1951-2000,Lägenhet,Yes,No,2.89
Malm,80.5,2011-present,Lägenhet,No,No,1.55
Ume,43.0,2011-present,Lägenhet,Yes,No,1.97
Järfäll,42.0,1951-2000,Lägenhet,Yes,No,1.32
Oxelösund,78.0,1951-2000,Lägenhet,No,No,0.73
Västerå,79.0,2011-present,Lägenhet,Yes,No,3.44
Kristianstad,78.0,2011-present,Lägenhet,No,No,1.87
Kristianstad,78.0,2011-present,Lägenhet,No,No,1.87
Linköping,63.0,2011-present,Lägenhet,Yes,No,2.2
Tyres,85.5,2011-present,Lägenhet,Yes,No,3.5
Uppsal,48.5,2011-present,Lägenhet,Yes,No,2.23
Göteborg,41.0,2011-present,Lägenhet,No,No,2.85
Stockholm,69.5,2011-present,Lägenhet,No,No,2.08
Lund,92.0,1951-2000,Lägenhet,No,No,2.04
Ljungb,85.0,2011-present,Lägenhet,No,No,1.39
Karlskron,80.0,1951-2000,Lägenhet,No,Yes,0.52
Lund,43.0,2011-present,Lägenhet,Yes,No,1.8
Kungälv,112.0,1951-2000,Lägenhet,No,No,2.8
Hässleholm,95.0,1951-2000,Lägenhet,No,No,1.26
Gotland,43.0,2011-present,Lägenhet,No,No,2.0
Stockholm,45.0,2011-present,Lägenhet,No,No,2.0
Upplands-Bro,109.5,2011-present,Lägenhet,Yes,No,2.84
Karlskron,41.0,1951-2000,Lägenhet,Yes,Yes,1.27
Göteborg,37.0,2011-present,Lägenhet,No,No,2.05
Kil,92.0,1951-2000,Lägenhet,No,No,1.4
Mjölb,101.5,1951-2000,Lägenhet,No,Yes,1.89
Österåker,70.0,2001-2010,Lägenhet,Yes,No,2.69
Karlskron,62.9,2001-2010,Lägenhet,No,No,1.37
Stockholm,67.0,1900-1950,Lägenhet,No,No,9.65
Västerå,87.0,2011-present,Lägenhet,Yes,No,2.6
Gävl,79.5,2011-present,Lägenhet,No,No,1.25
Kungsback,74.0,2011-present,Lägenhet,No,No,3.23
Västervik,100.2,1951-2000,Lägenhet,No,No,1.7
Stockholm,47.0,2011-present,Lägenhet,No,No,3.89
Kristianstad,121.0,2011-present,Lägenhet,No,Yes,2.85
Kalma,66.0,2011-present,Lägenhet,No,No,1.54
Osb,80.0,1900-1950,Villa,No,No,0.38
Hällefor,69.0,1951-2000,Villa,No,No,0.53
Ronneb,160.0,1900-1950,Villa,No,No,2.43
Haning,331.0,1900-1950,Villa,No,No,12.8
Enköping,191.0,2001-2010,Villa,No,No,4.29
Sunn,164.0,1951-2000,Villa,No,No,1.9
Klippan,169.0,1951-2000,Villa,No,No,2.49
Kristinehamn,146.0,1951-2000,Villa,No,No,1.84
Höör,190.0,1951-2000,Villa,No,No,1.79
Norrköping,42.0,1900-1950,Villa,No,No,1.95
Bromöll,130.0,1900-1950,Villa,No,No,3.1
Järfäll,174.0,1951-2000,Villa,No,No,6.63
Pite,124.0,1951-2000,Villa,No,No,1.71
Kristianstad,174.0,1951-2000,Villa,No,No,3.28
Avest,194.0,1900-1950,Villa,No,No,0.84
Falkenberg,212.0,1951-2000,Villa,No,No,4.38
Södertälj,170.0,Before 1900s,Villa,No,No,5.39
Kalma,140.0,1900-1950,Villa,No,No,1.95
Eksj,233.0,1900-1950,Villa,No,No,1.89
Flen,142.0,1900-1950,Villa,No,No,2.06
Kristinehamn,117.0,2011-present,Villa,No,No,0.67
Oskarshamn,120.0,1900-1950,Villa,No,No,1.4
Linköping,179.0,2001-2010,Villa,No,No,8.15
Bengtsfor,116.0,1900-1950,Villa,No,No,1.05
Velling,240.0,1900-1950,Villa,No,No,3.15
Mönsterå,78.0,1951-2000,Villa,No,No,1.88
Haning,49.0,1900-1950,Villa,No,No,2.99
Karlshamn,163.0,1951-2000,Villa,No,No,0.75
Härjedalen,144.0,2011-present,Villa,No,No,3.8
Kungsback,120.0,1951-2000,Villa,No,No,5.0
Hab,168.0,1900-1950,Villa,No,No,4.99
Östhammar,126.0,1951-2000,Villa,No,No,2.49
Jönköping,188.0,1900-1950,Villa,No,No,4.59
Bjuv,98.0,1900-1950,Villa,No,No,1.38
Lule,78.0,1951-2000,Villa,No,No,2.34
Krokom,112.0,1951-2000,Villa,No,No,2.4
Lund,165.0,1951-2000,Villa,No,No,4.3
Strömsund,116.0,1951-2000,Villa,No,No,0.6
Karlsborg,95.0,1900-1950,Villa,No,No,2.05
Eslöv,132.0,1900-1950,Villa,No,No,2.59
Timr,98.0,1951-2000,Villa,No,No,3.0
Västerå,122.0,1951-2000,Villa,No,No,3.59
Jönköping,135.0,1951-2000,Villa,No,No,6.85
Håb,146.0,1951-2000,Villa,No,No,4.49
Enköping,207.0,1951-2000,Villa,No,No,4.79
Trelleborg,85.0,1900-1950,Villa,No,No,3.09
Kävling,70.0,1900-1950,Villa,No,No,3.99
Uppsal,156.0,1951-2000,Villa,No,No,6.89
Svedal,106.0,1951-2000,Villa,No,No,3.0
Borläng,90.0,1951-2000,Villa,No,No,1.77
Ronneb,145.0,1951-2000,Villa,No,No,1.8
Ume,140.0,1900-1950,Villa,No,No,3.9
Trelleborg,95.0,2001-2010,Villa,No,No,3.33
Sjöb,122.0,2011-present,Villa,No,No,4.09
Norrtälj,124.0,1951-2000,Villa,No,No,1.93
Fal,117.0,1951-2000,Villa,No,No,4.99
Tingsryd,75.0,1900-1950,Villa,No,No,0.85
Robertsfor,108.0,1951-2000,Villa,No,No,1.79
Pite,112.0,1900-1950,Villa,No,No,1.56
Tros,82.0,1900-1950,Villa,No,No,1.75
Hässleholm,154.0,1951-2000,Villa,No,No,1.3
Strängnä,108.0,1951-2000,Villa,No,No,4.07
Eksj,115.0,1951-2000,Villa,No,No,0.74
Sollefte,118.0,1951-2000,Villa,No,No,1.2
Sandviken,131.0,1900-1950,Villa,No,No,2.24
Sandviken,131.0,1900-1950,Villa,No,No,2.24
Pite,149.0,1951-2000,Villa,No,No,1.81
Pite,140.0,1951-2000,Villa,No,No,1.21
Liding,70.0,1951-2000,Villa,No,No,15.6
Helsingborg,130.0,1900-1950,Villa,No,No,10.34
Torså,210.0,1900-1950,Villa,No,No,2.37
Lule,80.0,1900-1950,Villa,No,No,0.43
Göteborg,110.0,1951-2000,Villa,No,No,4.64
Halmstad,87.0,1900-1950,Villa,No,No,1.73
Härnösand,67.0,1900-1950,Villa,No,No,0.67
Örebr,154.0,1951-2000,Villa,No,No,5.49
Eker,110.0,1900-1950,Villa,No,No,5.85
Östersund,120.0,1900-1950,Villa,No,No,4.95
Grästorp,85.0,1900-1950,Villa,No,No,0.54
Östersund,120.0,1951-2000,Villa,No,No,3.0
Söderköping,193.0,1951-2000,Villa,No,No,3.59
Vänersborg,100.0,1900-1950,Villa,No,No,1.89
Kalma,123.0,1951-2000,Villa,No,No,2.8
Törebod,91.0,1951-2000,Villa,No,No,1.47
Norrköping,143.0,1951-2000,Villa,No,No,2.74
Gagnef,84.0,1951-2000,Villa,No,No,1.14
Kramfor,79.0,1900-1950,Villa,No,No,0.7
Gävl,203.0,1951-2000,Villa,No,No,6.45
Bjuv,75.0,1900-1950,Villa,No,No,1.85
Landskron,117.0,1900-1950,Villa,No,No,2.27
Örnsköldsvik,126.0,1951-2000,Villa,No,No,1.0
Filipstad,72.0,1900-1950,Villa,No,No,0.47
Skar,48.0,1951-2000,Villa,No,No,1.13
Borläng,70.0,1900-1950,Villa,No,No,2.09
Ronneb,146.0,1951-2000,Villa,No,No,2.88
LillaEdet,45.0,1951-2000,Villa,No,No,1.17
Kirun,141.0,1951-2000,Villa,No,No,2.97
Nyköping,142.0,1951-2000,Villa,No,No,5.6
Linköping,40.0,2011-present,Villa,No,No,0.33
Enköping,152.0,1900-1950,Villa,No,No,3.7
Askersund,106.0,1951-2000,Villa,No,No,1.13
Halmstad,64.0,1951-2000,Villa,No,No,2.4
Hallstahammar,88.0,2011-present,Villa,No,No,1.89
Sundsvall,115.0,1951-2000,Villa,No,No,1.59
Klippan,153.0,2001-2010,Villa,No,No,4.0
Mörbylång,173.0,1951-2000,Villa,No,No,2.65
S,49.0,1951-2000,Villa,No,No,1.15
Linköping,156.0,1951-2000,Villa,No,No,3.64
Boden,68.0,1951-2000,Villa,No,No,0.6
Haning,45.0,1951-2000,Villa,No,No,3.24
Norrtälj,94.0,1900-1950,Villa,No,No,2.04
Borgholm,124.0,2011-present,Villa,No,No,5.5
Sölvesborg,189.0,1900-1950,Villa,No,No,4.7
Kungsback,65.0,1951-2000,Villa,No,No,3.2
Lule,166.0,2011-present,Villa,No,No,5.48
Karlshamn,97.0,2011-present,Villa,No,No,2.03
Upplands-Bro,53.0,1951-2000,Villa,No,No,2.08
Hultsfred,120.0,1951-2000,Villa,No,No,0.7
Simrishamn,95.0,2011-present,Villa,No,No,3.0
Nordanstig,78.0,2001-2010,Villa,No,No,1.38
Gagnef,586.0,2011-present,Villa,No,No,0.52
Kristianstad,160.0,1951-2000,Villa,No,No,3.45
Linköping,185.0,1951-2000,Villa,No,No,5.14
Östhammar,192.0,Before 1900s,Villa,No,No,2.8
Krokom,57.0,2011-present,Villa,No,No,1.49
Lindesberg,60.0,2011-present,Villa,No,No,0.53
Norrtälj,135.0,1951-2000,Villa,No,No,3.79
Norrtälj,99.0,2011-present,Villa,No,No,2.4
Ludvik,100.0,Before 1900s,Villa,No,No,1.82
Sundsvall,135.0,1900-1950,Villa,No,No,2.49
Trelleborg,170.0,1951-2000,Villa,No,No,4.25
Tierp,54.0,1900-1950,Villa,No,No,0.73
Sundsvall,96.0,1900-1950,Villa,No,No,2.08
Heb,77.0,2011-present,Villa,No,No,1.7
Kristianstad,117.0,1951-2000,Villa,No,No,1.49
Sjöb,160.0,1951-2000,Villa,No,No,2.4
Österåker,170.0,1951-2000,Villa,No,No,5.5
Malm,110.0,2001-2010,Villa,No,No,4.49
Ume,68.0,2011-present,Villa,No,No,4.2
Ludvik,126.0,1951-2000,Villa,No,No,1.85
Tros,13.0,1900-1950,Villa,No,No,7.9
Falköping,250.0,1951-2000,Villa,No,No,3.0
Hultsfred,135.0,1900-1950,Villa,No,No,1.35
Vimmerb,156.0,2011-present,Villa,No,No,3.84
Värmd,120.0,1951-2000,Villa,No,No,5.0
Kävling,180.0,1951-2000,Villa,No,No,6.74
Malm,120.0,2011-present,Villa,No,No,8.25
Svedal,120.0,1951-2000,Villa,No,No,3.89
Olofström,155.0,1900-1950,Villa,No,No,0.8
Västervik,100.0,1900-1950,Villa,No,No,1.35
Hagfor,182.0,1900-1950,Villa,No,No,1.29
Södertälj,147.0,1951-2000,Villa,No,No,4.0
Gävl,20.0,2011-present,Fritidshus,No,No,0.51
Älvdalen,72.0,1951-2000,Fritidshus,No,No,1.01
Varberg,49.0,2011-present,Fritidshus,No,No,1.87
Linköping,16.0,2011-present,Fritidshus,No,No,0.25
Halmstad,28.0,2011-present,Fritidshus,No,No,2.35
Åmål,15.0,2011-present,Fritidshus,No,No,1.47
Härjedalen,72.0,2011-present,Fritidshus,No,No,0.07
Härnösand,35.0,2011-present,Fritidshus,No,No,0.3
Norrtälj,75.0,2011-present,Fritidshus,No,No,1.6
Linköping,15.0,2011-present,Fritidshus,No,No,0.36
Lycksel,154.0,2011-present,Fritidshus,No,No,0.73
Göteborg,33.0,2011-present,Fritidshus,No,No,0.83
Ystad,5.0,2011-present,Fritidshus,No,No,0.22
Helsingborg,40.0,2011-present,Fritidshus,No,No,0.24
Falkenberg,22.2,2011-present,Fritidshus,No,No,0.89
Örebr,50.0,2011-present,Fritidshus,No,No,1.59
Bollnä,40.0,2011-present,Fritidshus,No,No,0.13
Nordanstig,25.0,2011-present,Fritidshus,No,No,0.54
Härnösand,55.0,2011-present,Fritidshus,No,No,1.06
Skellefte,48.0,2011-present,Fritidshus,No,No,0.33
Skellefte,47.0,2011-present,Fritidshus,No,No,1.05
Uppsal,77.0,2011-present,Fritidshus,No,No,0.99
Värmd,63.0,2011-present,Fritidshus,No,No,5.5
Södertälj,107.0,2011-present,Parhus,No,No,4.29
Stenungsund,106.0,2011-present,Parhus,No,No,4.29
Värmd,110.0,2011-present,Parhus,No,No,5.58
Eker,130.0,2011-present,Parhus,No,No,6.55
Helsingborg,77.0,2011-present,Tomt,No,No,3.75
Upplands-Bro,77.0,2011-present,Tomt,No,No,4.05
Varberg,77.0,2011-present,Tomt,No,No,0.51
Skellefte,113.0,2011-present,Kedjehus,No,No,2.5
UpplandsVäsb,117.0,2011-present,Kedjehus,No,No,4.64
Malm,162.0,2011-present,Kedjehus,No,No,4.2
Sal,153.0,2011-present,Kedjehus,No,No,2.84
Malm,136.0,2011-present,Kedjehus,No,No,5.49
Uddevall,104.0,1951-2000,Kedjehus,No,No,2.6
